date,title,verdict,body,label
28-Nov-24,"No, Finnish authorities have not released Biafra separatist Simon Ekpa, arrested over terror activities in south-east Nigeria","Days after he was arrested and detained in Finland, dozens of social media posts claim Biafra separatist Simon Ekpa has been released and acquitted of terrorism charges. The claim is false.","Multiple  Facebook posts claim  that Biafra separatist Simon Ekpa has been released days after he was arrested by  Finland’s National Bureau of Investigation  for links with violence and terror activities in south-east Nigeria. “ BREAKING: Simon Ekpa Regains Freedom Following Arrest Over Alleged Terrorism Activities, reads the headline of the supposed breaking news,” reads  the headline of a post  dated 26 November 2024.  The body of the post says  Ekpa “has reportedly been released from detention”. It continues:  Ekpa’s release is likely to further heighten tensions in Nigeria, as he remains a controversial figure due to his vocal separatist stance and alleged influence on unrest in the southeast region. The news of Ekpa’s release has sparked reactions from his supporters … Finland Court Of Justice Has Received All The Evidences Against The Nigeria Terrörist State Of High Disturbing Scores On ~ 𝐇uman 𝐑ights 𝐕iolatiöns, ~ 𝐓errörism, ~ 𝐅örceful Intimidâtiön, ~ 𝐊idπápping Of Innocent Citizens By the Military ~ 𝐃isobedience Of International And Human Right Laws ~ 𝐀nd kïlliπg #Endsars Youths That Match On The Streets Of Nigeria And Biafraland Just To Exercise Right Of Protest ~ And Recent 𝐉ailing Of 𝐂hildren (minors) For Protesting Against #Badgoverment In Nigeria … The claim can also be found  here ,  here  and  here .  (Note: See more instances of the claim at the end of the report.) The Finnish authorities  arrested Ekpa and four other suspects  on 21 November for their alleged connection with violent attacks on civilians and security agents in southeast Nigeria.  The Paijat-Hame District Court in Finland  remanded Ekpa in prison  as he faces terrorism charges for using social media to incite violence in southeast Nigeria.  Ekpa, a Finnish citizen of Nigerian origin,  describes himself  as the prime minister of the self-proclaimed  Biafra Republic Government in Exile .  He took leadership of the pro-Biafra movement after Nnamdi Kanu, the leader of the banned  Indigenous People of Biafra  (Ipob), was imprisoned. Kanu was  arrested a second time in June 2021  and has remained in Nigerian custody while facing terrorism charges. Both  Kanu  and Ipob have  denounced Ekpa . The movement seeks the restoration of the  Republic of Biafra , which existed between May 1967 and January 1970. It collapsed after a  30-month civil war . Did the Finnish authorities release Ekpa on 26 November 2024 ahead of the  Biafra Republic Government in Exile ’s “Declaration of the Restoration of Independence of Biafra Convention”,  scheduled to be held in Lahti, Finland  from 29 November to 3 December? No evidence of the claim We checked and found no evidence of the claim. Considering the high interest in the matter, it is unlikely that Ekpa would be released and it would go unreported in the local and international media.  In a  press statement , Nigeria’s foreign ministry said Ekpa’s arrest followed diplomatic pressure by the Nigerian government. The  statement also noted  that the ministry will  monitor the trial .   There are also reports that the Nigerian government  wants the Finnish authorities to extradite Ekpa  to Nigeria to face trial.  These developments contradict the claim that Ekpa has been released. The claim is false.  The false claim was also posted  here ,  here ,  here ,  here,   here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here  and  here .",FALSE
20-Nov-24,Nigeria’s University of Lagos warns of scammers as it disowns ‘discretionary admission opportunities’ on Facebook,"The University of Lagos in Nigeria says it has nothing to do with discretionary admission offers circulating on social media. Those behind such postings are out to scam you, it warns.","On 10 October 2024,  the  University of Lagos  officially  released  the cut-off marks for the 2024/25 unified tertiary matriculation examination (UTME).  The university is located in Lagos, Nigeria’s economic capital. It now has  almost 50,000 students  and is highly sought after. The UTME is conducted by Nigeria’s  Joint Admissions and Matriculation Board . To be admitted to the university, candidates must obtain the minimum UTME cut-off score required for the course they wish to study. In this context, several online posts claim that students who don't meet the UTME cut-off mark “should consider submitting a Letter of Discretionary Admission”. Part of one Facebook post  reads : “U NILAG Aspirants Who Did Not Meet the Cutoff Mark. Discretionary Admission Opportunity for UTME Aspirants. If you scored below the cutoff mark, you may consider submitting a Letter of Discretionary Admission.” Discretionary admission is offered to students who do not meet the university's cut-off mark for their chosen course, Prof  Abayomi Adebayo , who teaches economics at the  Obafemi Awolowo University Ile-Ife  in south-west Nigeria, told Africa Check. “Based on the university's decision, they will be admitted to study another course,” he said. The claim also appeared on Facebook  here ,  here  and  here .  (Note: See more instances listed at the end of this report.) Is the University of Lagos  offering  discretionary admission to students? We checked. University debunks post We searched the university's  official   social media  handles and website to see if the institution had posted any news about discretionary admissions, but our search yielded no results. On 24  October , the university issued a disclaimer disassociating itself from any claims, individuals or groups offering “discretionary admission opportunities”. The institution said all university admissions were conducted strictly in accordance with the guidelines and procedures outlined on its website.",FALSE
10-Oct-24,"Ignore Facebook posts claiming Nigerian government is giving out ‘N100,000 Loan for Every Nigerian Citizen’",": Scammers are taking advantage of the vulnerability of innocent Nigerians. Be warned, the claim that the Nigerian government is offering a N100,000 loan to all citizens is false.","A  graphic  circulating on Facebook in Nigeria asks “every Nigerian citizen” to apply for a N100,000 loan from the Nigerian government.  It features a photo of  Oluremi Tinubu , who is married to Nigeria’s president Bola Tinubu, and logos of multiple banks operating in the country. We found the same graphic posted  here  and  here . The posts encourage users to click on the attached link to apply.  (Note: See more instances listed at the end of this report.) But is this loan offer legit? We checked. No such grant The   link  in the Facebook posts led us to a   website  about “US Visa sponsorship.” The website made no mention of the loan or the Nigerian government, which is a major red flag. If the loan were legitimate, the posts would have links to a government website where users could get more information and legitimately apply. The graphic also features what appears to be an application form requesting the user’s full name, account number and phone number. Such information should not be shared with strangers, as they can use it to commit identity theft or fraud. We searched the first lady’s official  website  and  X  (formerly Twitter) accounts. We found no announcement of a “N100,000 Loan Disbursement for Every Nigerian Citizen”.  We also typed in keywords from the graphic in our search engine. We still did not find anything related to the alleged N100,000 loan from the federal government. All signs point to scam posts that Nigerians should ignore. To protect yourself, read our  guide  to Facebook scams and how to spot them. The same claim has been posted  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here  and  here .",FALSE
10-Oct-24,"Nigerians, beware of social media pages baiting users with non-existent OPay and PalmPay giveaways","Several Facebook pages are baiting Nigerians with giveaway offers, claiming they are from two popular mobile money operators. However, their posts lead users to suspicious websites featuring visa sponsorship opportunities. Don't fall for any of these scams.","The Facebook pages  Global Speed ,  Innovative Corner ,  Alice Media ,  GiveawayHub  and  Rash-Man  are promoting giveaways allegedly from OPay and PalmPay. OPay  and  PalmPay  are digital banks operating in Nigeria. One post from the pages, dated 8 August 2024,  reads : “₦500k Giveaway OPAY Ending Next Month Submit Application Today.” Similar posts, with different amounts to give away and links, can be found  here ,  here ,  here  and  here .  (Note: See more instances at the end of the report.)   But are these offers genuine? We checked. Don’t be scammed! Clicking on the link in the  Global Speed   post  takes users to a  webpage  with a green button that says “click here to apply”. We clicked on the button and it directed us to a  blog post  about different US work visas and how to apply for them. Similarly, posts by  Innovative Corner ,  Alice Media ,  GiveawayHub  and  Rash-Man , all offering thousands of nairas in grants and loans allegedly from OPay and PalmPay, directed us to  blog   posts   about visa  sponsorship opportunities. Posts encouraging users to click on links, comment, share or like are a form of  engagement bait . They aim to increase their reach and drive traffic to the websites, which may generate advertising revenue. One of the blog posts  asks users  to enter their full names and bank account details, which could leave users vulnerable to identity theft. A search of  OPay  and  PalmPay  websites brings up no such giveaways. When OPay ran what it called a  New Year Giveaway  in January, it  urged  users to always check its verified social media pages for legitimate promotions. In another social media post, the company  said , “Once there is an ongoing giveaway, you will be informed via the app.” To protect yourself, read our  guide  on how to spot scams on Facebook.",FALSE
15-Oct-24,"No evidence image of bundles of cash is from the floods in Maiduguri, Nigeria","A photo of bundles of money covered in dirt is circulating on Facebook with the claim it is from the flooding in Maiduguri, Nigeria. However, we have found no evidence to support this claim.","“This is among many things that were found during the Flood in Maiduguri, bundles of different currencies stained in the mud,”  reads  a post on a public Facebook group with over 291,000 members. The 27 September 2024 post features a photo of bundles of money covered in mud. The city of  Maiduguri  is in Borno state, northeastern Nigeria. On 10 September, heavy rains caused the  Alau Dam  to burst, devastating the city and surrounding areas. The floods caused widespread damage to homes and infrastructure and affected almost  400,000  people. In response, the Nigerian government  mobilised  relief efforts to provide food, shelter and medical assistance to those affected. The same claim can be seen  here  and  here .  (Note: See more instances at the end of this report.) But was this money found during the Maiduguri floods? We checked. No evidence it’s from Maiduguri floods Africa Check ran the photo through a  Google reverse image  search and found that it appeared mostly on Arabic-speaking social media accounts. For example, one user  posted  it on 21 September with a caption in Arabic, but gave no details about where the photo was taken. The Instagram account  northern_khartoumstudents  also  posted  the same image. Khartoum is the capital of  Sudan , a country in northeastern Africa.  A closer look at the cash also confirms our suspicion, as some of the bank notes  appear  to be Sudanese £1,000 and  £100  notes. An online search for the claim led to a 22 September news   report  with the same photo. We translated the report using machine translation and found it reported that money hidden in a warehouse in Sudan was washed away by floodwaters. We found no proof that the photo is from the floods in Maiduguri, Nigeria. Similar posts were found  here ,  here ,  here ,  here ,  here ,  here ,  here  and  here .",FALSE
17-Oct-24,"No, former Nigerian president Olusegun Obasanjo’s foundation is not offering N20,000 grant to ‘support all Nigerians’","Several Facebook posts claim that the foundation of Nigeria's former president Olusegun Obasanjo is offering a N20,000 grant to help Nigerians. But the foundation says the posts are a scam.","“The Obasanjo Foundation is offering a N20,000 grant to support all Nigerians, but time is running out! This amazing opportunity is ending soon, and you need to apply today to qualify,”  reads  a post on Facebook. Olusegun Obasanjo  is a prominent Nigerian politician and retired military general. He served as Nigeria’s military ruler from  1976 to 1979  and as the country’s democratically elected president from 1999 to 2007. The 30 September 2024 post features a graphic with Obasanjo’s photo. It also has a link and encourages users to “click for application”. The same claim and graphic can be found  here ,  here  and  here .  But is there any truth to it? We checked. ‘Scammers are using foundation’s name’ We found it suspicious that none of the links in the posts took us to the  Olusegun Obasanjo Foundation   website . Instead, the  links  directed us to  various  blog  posts  about visa sponsorship opportunities in the US and the UK. Some  blogs  asked for our full name, account number and location. Revealing personal details online can make you susceptible to  phishing attempts . Attackers may try to trick you into giving them more personal information, which they may use to commit fraud. We also searched the foundation’s  website  and  social  media  accounts  and found nothing about the N20,000 grant. On 14 October, the foundation flagged one of the posts as a scam and urged users to follow its official channels.  “Some Scammers are using our Foundation name to promote a fake grant. Please help flag this as scam and repost everywhere,” it  wrote  on Facebook. To protect yourself, read our guide on how to  spot scams  on Facebook.",FALSE
24-Sep-24,"Nigerian government denies claim that it owns yacht spotted in St Tropez, France","Several social media posts have claimed that a yacht seen in the waters of St Tropez, France, belongs to the Nigerian government. The government has denied the claim.","“Nigeria Presidential Yatch cruising somewhere around Saint Tropez in France,”  starts a Facebook post  dated 8 September 2024. “The truth is that Nigeria is not the poverty capital of the world. Nigeria is rich. Nigerians are poor. They are poor because of the wickedness of their leaders,” the  post  said, adding that in less than two years, the Nigerian government had bought a yacht, planes and built a multi-billion naira residence for the vice president. Nigeria’s vice president is  Kashim Shettima . The post  includes  a video of a large yacht sailing past what appears to be a dock. A flag that looks like the  flag of Nigeria  can be seen flying from the top of the yacht. President Bola Tinubu was  sworn in  on 29 May 2023. His term has been buffeted by a major  economic crisis . This has been compounded by an  increase in the price of petrol  in September 2024,  leading to further tensions among Nigerians. In November 2023, many Nigerians  rejected  the government's plan to buy a presidential yacht for US$6 million. But Tinubu still went ahead with the  purchase , which included sport utility vehicles for Nigerian lawmakers. The video of the yacht was posted with the same claim  here  and  here .  (Note: See more instances at the end of this report.) But does the yacht in the video belong to the Nigerian government? We checked. Claim is false On 7 September 2024 Otega Ogra,  senior special assistant to Tinubu,   debunked the claim on X  (formerly Twitter). “There have been false claims circulating that a private individual's yacht spotted in St. Tropez is a Nigerian government yacht. The 42m Bennetti yacht currently being shared online has been privately owned for around 5 years since it was constructed,” Ogra also  posted . The flag on the yacht has the same colours as the Nigerian flag, but it also carries what appears to be a coat of arms in the middle.  “Flags used by the President or armed forces do not contain the coat of arms like the one on the yacht,” Ogra said. Since no photos of the presidential yacht are available, Africa Check examined images of the flags on the  presidential aircraft  and   cars.  The flags did not have the coat of arms. Retired Nigerian Navy General Admiral Harry Aragundade confirmed that the coat of arms is not inscribed on the flags of presidential yachts, aircraft and cars . Several other reputable news organisations also debunked the claim  here ,  here  and  here .  The claim is false.  The same claim was also posted  here ,  here ,  here ,  here ,  here ,  here  and  here.",FALSE
17-Sep-24,"No, the Nigerian government hasn't sharply increased VAT from 7.5% to 10%","Several posts on Facebook claim that the Nigerian government has jacked up value added tax (VAT) from 7.5% to 10%. This is not true, according to the country's finance minister.","A  post  on Facebook claims that VAT in Nigeria has risen sharply from 7.5% to 10%.  The post  reads : “Just in: Value Added Tax has just been increased from 7.5% - 10%. Fuel price and VAT increased in one day.”  Value added tax , or VAT, is a consumption tax levied on the value of goods and services. VAT in Nigeria is  levied  on all taxable goods and services that are supplied in or imported into the country. In  2020 , the Nigerian government increased VAT from 5% to 7.5%. In  March 2023 , former finance minister Zainab Ahmed advised the current government to raise VAT from 7.5% to 10%. In  June 2024 , the chairperson of the presidential committee on tax and fiscal reforms, Taiwo Oyedele, said that the proposed plan to raise the VAT rate from 7.5% to 10% would be implemented in phases. Similar claims of an increase can be found  here  and  here .  (Note: See more listed instances at the end of this report.) In September, the  Nigerian National Petroleum Company   increased  its pump price from N617 to N897 per litre. Did the government follow suit in inflicting economic pain on Nigerians by raising VAT from 7.5% to 10%? We checked.  Ignore message, says minister Wale Edun  is  Nigeria’s minister of finance, with more than four decades of experience as a banker, economist and financial advisor. On 9 September, in  a statement  signed by Mohammed Manga, the director of information and public relations at the ministry, Edun denied claims that the government had increased VAT to 10%.  “ The Federal Government has officially debunked reports suggesting that the President Bola Ahmed Tinubu-led Administration plans to raise Nigeria’s Value-Added Tax (VAT) from 7.5% to 10%,” the  statement read . “ The Federal Ministry of Finance remains committed to transparent communication on all tax and economic policy matters, ensuring that citizens are well-informed and not misled by unfounded reports.” Beware of fake claims on social media.  Similar posts were found  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here  and  here .",FALSE
3-Sep-24,"No! Bitter kola, onion and scent leaf combo won't treat haemorrhoids",": A message circulating on Facebook claims that a combination of bitter kola, onions and scent leaf can treat haemorrhoids. This is false. See a doctor instead.","A  post  on Facebook claims to have the solution for haemorrhoids. It says that a mixture of  bitter kola ,  onions  and  scent leaf  can effectively treat them.  The  post  also explains how to prepare and mix the ingredients and how often to take the mixture.  Haemorrhoids , also known as piles, are swollen blood vessels located in or around the rectum and anus.  Symptoms  include bright red blood after a bowel movement, lumps around the anus and the feeling of needing to poo. Bitter kola  is a tree found in the subtropical and tropical forests of Nigeria, Cameroon and other sub-Saharan African countries. Scent leaf , or African basil, has antiviral properties and may also help to boost the immune system. The same post has been republished  here  and  here .  (Note: See more instances listed at the end of this report.) Could this be the cure for haemorrhoids? We checked. No scientific evidence, says gastroenterologist Samuel Olorunfemi  said there was no medical evidence to support the claim. He is a professor of gastroenterology at  Bingham University  Nasarawa in north-central Nigeria,  “No research has been conducted on this claim. I am not aware of the recommended combination and so, there is no scientific evidence for it,” he told Africa Check. Haemorrhoids can be  treated  with fibre-rich foods, creams, warm baths and painkillers. In more serious cases, haemorrhoids may require minimally invasive treatment or surgery. Africa Check has previously debunked other  false   claims  about haemorrhoid remedies. This one, too, is misleading. The same post has been republished  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here  and  here .",FALSE
3-Sep-24,Ignore reports that certain ranks in the Nigerian army will be excluded from new minimum monthly wage,"Nigeria’s new minimum wage policy will only apply to the rank of private soldier to corporal in the Nigerian army, according to several posts on Facebook. But the country’s defence ministry has denied this.","Several Facebook users have claimed that the Nigerian government has decided to pay the new minimum monthly wage from the rank of private soldier to corporal in the Nigerian army. A  post  on 25 July 2024 reads: “Federal Government have decided to pay minimum wage from the rank of private soldier to corporal in Nigeria ARMY, breaking news.” The post includes an image of Nigerian president  Bola Tinubu , presumably to make it appear more official. The Nigerian army rank is divided into commissioned and non-commissioned officers (NCO) in different ranks. The  NCO ranks  include recruit, private, lance corporal, corporal, sergeant, staff sergeant, warrant officer, master warrant officer and army warrant officer. On  29 July , Nigeria’s  new minimum monthly wage  increased from N30,000 to N70,000 after protests from the  Nigeria Labour Congress . The new minimum wage is more than double the previous figure and the  change   applies  to both public and private sector workers nationwide. Similar posts can be found  here ,  here ,  here  and  here . Social media users have claimed that the salary increase to meet the minimum wage law will be limited to certain ranks in the Nigerian army. Is this true? We checked. ‘Fake news’ says defence ministry Only paying certain ranks in the army the new minimum monthly wage could raise eyebrows and charges of discrimination. There have been no reports of this from any credible media source . Such news would have made headlines. Africa Check visited the website of the  Ministry of Defence  of Nigeria. We found no reports that some ranks would be excluded from the new minimum wage. We did find that the defence ministry took to its  official X  account on 12 August to warn the public that the claim was “fake”. “FAKE NEWS: Kindly disregard this and any related story,” the ministry  tweeted .",FALSE
4-Sep-24,"No, horrific viral video circulating does not show bandits killing people kidnapped in Sokoto, Nigeria, but terror attack in Burkina Faso",A video showing the shooting of hundreds of people by terrorists has circulated on social media with the claim it shows bandits killing people kidnapped in Sokoto in northwestern Nigeria. But this is false – the video shows a jihadist terrorist attack filmed in Burkina Faso.,"Warning:  This fact-check links to a disturbing video showing a violent attack. A  chilling video  showing hundreds of people in a trench being shot at close range has circulated on  WhatsApp  and Facebook in Nigeria, with the claim it shows bandits killing 150 people abducted in Sokoto in north-west Nigeria. "" Bandits kill those 150 community people kidnapped in SOKOTO STATE, as the govt refused to pay 200 Billion ransom with 250 Bikes ,"" one caption to the video  posted on Facebook  reads. Multiple posts on Facebook have shared the video with the same claim, including  here ,  here  and  here .  The claim also appears in other posts  here ,  here  and  here .  (Note: See more instances at the end of the report.)     But is this claim an accurate description of the viral video? Organised criminals, known locally as bandits,  have plagued  northwestern and central Nigeria for years. A 2021  BBC report describes  the problem: “Gangs on motorbikes terrorise the region, stealing animals, kidnapping for ransom, killing anyone who dares confront them and taxing farmers – it's a huge money-making operation.” There was an escalation of violent attacks and kidnapping by bandits in Sokoto state in August 2024.  There are media  reports of bandits kidnapping about 150 people  and rustling over 1,000 cattle in some villages in the Gobir emirate of Sokoto state, days after  killing the local emir .  An   emir  is an Islamic military commander, governor of a province, or a high military official. President Bola Tinubu  has directed  the defence minister and military chief to relocate to Sokoto to  “ flush out the bandits ”. There have been no credible media reports that any of the kidnapped people have been killed. Africa Check did a reverse image search of screenshots from the video, which led to a number of results, including  a report  in a  Sudanese newspaper  written in Arabic.  We used Google Translate to translate the report into English. It  stated that the video  had been falsely attributed to events in Sudan but the newspaper’s investigations showed the event occurred in Burkina Faso. ""Bloggers attributed the events to the Rapid Support militia in the Al Daein area, but the Juhayna Team website conducted an investigation into the origin of the video and confirmed that the events occurred in Burkina Faso earlier and have nothing to do with Sudan,""  the machine-translated report reads . We then searched further, using keywords related to killings in Burkina Faso. This led us to  a Reuters report  of hundreds killed in north-central Burkina Faso on 27 August after ""suspected jihadists opened fire on them as they were digging trenches around a town to protect it from attacks."" We also found  a YouTube video report  by Reuters about the killing in Burkina Faso, which includes the video in question. The  United Nations  has  condemned the terror attack  in Burkina Faso, which has been attributed to  an  Al Qaeda -linked militant group known as  Jama’at Nusrat al-Islam wal Muslimin, or JNIM. The claim that the video shows bandits killing 150 kidnap victims in Sokoto, north-western Nigeria is false.      The same claim was also posted  here ,  here ,  here ,  here ,  here ,  here , and  here .",FALSE
22-Aug-24,"Nigerians beware, money app OPay not giving out N150,000 grants","Many OPay customers would welcome a N150,000 bonus in their account. But the claim that the mobile bank is handing out cash is false.","Several posts  on Facebook claim that  OPay  is giving away N150,000 “grants” to its customers in Nigeria. OPay  is a Nigeria-based mobile bank. One post, dated 28 July 2024,  reads : “₦150,000 grant by OPay. Offer is ending this week.” It also encourages users to apply via the  link  attached. The same claim has been posted  here  and  here .  (Note: See more instances listed at the end of this report.) But is this true? We checked. Engagement bait scam Africa Check searched for news of the company giving away N150,000 grants, but came up empty. This is a red flag, as such a claim would have made headlines if true.  The  link  in the posts took us to a blog post about “U.S Visa Sponsorship Opportunities”. We found it suspicious that the link didn't take users to the OPay website where they could apply for the grant. This is another indication that the grant doesn't exist. Such posts are a classic example of  engagement bait . They encourage users to like, comment or share, boosting the post's reach without offering any reward. They also drive traffic to the website about visas, potentially increasing advertising revenue. We scoured OPay’s social media pages, including  Facebook  and  X , and found that it had never offered grants to its customers.  OPay has also warned its customers not to click on suspicious  links ,  share  their one-time passwords or  answer  any calls, emails or text messages asking for personal information. They also  asked  their customers to report fraudulent or suspicious activities.  To protect yourself, read our  guide  on how to spot scams on Facebook. The same claim can be found  here ,  here ,  here ,  here  and  here .",FALSE
22-Aug-24,‘Deliberate misinformation’ – watermelon and cuttlebone mixture not a remedy for high blood pressure,: A Facebook video claims that watermelon and cuttlebone can reduce high blood pressure. But a professor of haematology says there is no evidence for this.,"A video posted on Facebook in Nigeria  claims  that a mixture of watermelon and cuttlebone is a remedy for high blood pressure. The video  shows  a man holding half a watermelon and a piece of cuttlebone. He gives instructions and explains the benefits of the mixture in Yoruba, one of the languages spoken in Nigeria. He grinds the cuttlebone into a powder and slightly crushes the watermelon before mixing the two.  The video has been viewed over 248,000 times with 900 comments. High blood pressure , or hypertension, occurs when the force of the blood against the  artery walls  is consistently too high, causing the heart to work harder.  Lifestyle changes  such as eating a low-salt diet, losing weight and being physically active can help lower high blood pressure. Watermelon  is a juicy fruit from a plant in the gourd family, originally from tropical Africa and now grown all over the world. It contains vitamins A and C and is usually eaten raw. The  Merriam-Webster  dictionary defines  cuttlebone  as “the shell of a cuttlefish that is sometimes used for polishing powder or for supplying cage birds with lime and salts”.  Cuttlefish  live in shallow tropical or temperate coastal waters. The video claiming this watermelon-cuttlebone mixture can cure high blood pressure has been posted  here ,  here  and  here .  (Note: See more instances listed at the end of this report.) ‘No scientific evidence to back it up’ “Watermelon is rich in vitamin C which helps to improve the skin but it has not been proven to treat high blood pressure,” Dr  Akinsegun Akinbami  told Africa Check.  He is a professor of haematology in the faculty of basic clinical sciences at  Lagos State University , Nigeria. “For many years, there has been no specific treatment for high blood pressure. People are only advised to take safe precautions like using a  sphygmomanometer , an electric blood pressure monitor, to regularly check their blood pressure before it gets problematic,” Akinbami said. “So, combining watermelon and cuttlebone for high blood pressure is  ‘deliberate misinformation’ to mislead people as there has been no scientific evidence to back it up.” We also found no credible scientific evidence to support this claim. The claim that watermelon and cuttlebone treat high blood pressure is false and has not been scientifically proven. Seek medical advice instead. The same video has been republished  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here  and  here .",FALSE
22-Aug-24,"Ignore Facebook posts claiming Nigerian government is giving out N700,000 cash grants",": Scammers often use the name of the Nigerian government to steal your hard-earned money. But be warned, the claim that the government is offering N700,000 cash grants to all citizens is false.","Several  Facebook  posts  claim that the Nigerian government is giving out grants of N700,000 (about US$440 at current rates) to all Nigerians.  One  post , dated 4 May 2024, invites interested users to “ Submit Application today” and provides a  link   where they can supposedly apply for the grants.   The  post  includes a graphic with an image of Nigeria’s president Bola Tinubu .  The claim has also been posted  here  and  here .  (Note: See more instances listed at the end of this report.) But is the Nigerian government giving out such a grant? We checked. Signs of a scam We clicked on the  link  provided in the Facebook  posts  and it took us to a  website   about  “ Canadian federal government job with visa sponsorship”.  Another link from one of the  posts  led to a different  site  about US visa sponsorship opportunities.  Neither website mentioned the grants or the Nigerian government.  If the grant was legitimate, the posts would link to a government website where users could find more information and apply. This is a classic example of engagement bait. These are posts designed to get people to like, comment or share. This increases the post’s reach and drives traffic to the websites, which can generate advertising revenue. We also typed keywords from the post into Google to see if there had been any coverage by credible media outlets, but our search yielded no results. Such developments would have made headlines if they had been announced by the government.  The poor language-use in the message is another indication that it might be a scam. A legitimate message about a government programme would be well-written and provide full details about the scheme.  To protect yourself, read our  guide  to Facebook scams and how to spot them. The same claim has been published  here ,  here ,  here ,  here  and  here .",FALSE
8-Aug-24,"Nigerians, ignore misleading claims that tiger nut drinks cause cholera",Several posts on Facebook claim that tiger nut drinks are the cause of a cholera outbreak in Nigeria’s Lagos state. But this is not true.,"A  video  circulating on Facebook in Nigeria since July 2024 claims that tiger nut drinks can cause cholera.  The video’s caption  reads : “ CHOLERA IS A KILLER DISEASE ... BEWARE OF TIGERNUT DRINK. ” It shows a woman holding a bottle of what she claims is a tiger nut drink. She warns Nigerians not to drink it, saying it is the cause of the cholera outbreak in Lagos state. She can be heard saying: “It has been confirmed by the Ministry of Health in Laos state that tiger nut is the root cause of the recent Lagos cholera outbreak that has killed over 100 people …” Cholera  is an acute infection of the small intestine caused by the bacterium   Vibrio cholerae . The disease is characterised by severe diarrhoea and rapid loss of body fluids and salts. It can be fatal if left untreated. Tiger nuts , despite their name, are the tubers, or root, of a grass-like plant. They are  nutritious  and contain healthy fats, protein, fibre, vitamins and minerals. Grown all over the world, they are also known as “underground walnuts” and can be blended and packaged into drinks.  Similar posts can be found  here  and  here .  (Note: See more instances listed at the end of this report.) But do tiger nut drinks cause cholera? We checked. Cholera outbreak in Nigeria In June, the   Nigeria Centre for Disease Control and Prevention   declared cholera a  public health emergency .  By  21 July , 4,809 suspected cases of cholera and 156 deaths had been  reported  in 35 states. In  Lagos  alone, there have been 3,126 suspected cases. Meanwhile, the  Global Alliance for Vaccines and Immunisation  has  announced  that it will be  delivering vaccines  to Nigeria to help control the ongoing outbreak. ‘Safely prepared tiger nut drinks won’t cause cholera’ Kemi Ogunyemi  is  reported  to have said that unregistered tiger nut drinks were the cause of the cholera outbreak in Lagos state. She is the special adviser to the Lagos state governor on health. However, the state government has since  clarified  the matter, saying Ogunyemi was misrepresented . According to the state government,  Ogunyemi  said “the state is investigating everything including water, food and drinks. There is no conclusion yet”. Africa Check contacted  Beatrice Ogunba , a professor of public health nutrition at  Obafemi Awolowo University  in Osun state. She said: “Tiger nut drinks are healthy drinks that can be used as a substitute for sugar-sweetened beverages. However, consumption of tiger nut fruit or drink cannot cause cholera unless it has been contaminated during processing by the water used to process and wash the nuts.” Ogunba also said that handling tiger nuts with unwashed hands could transfer bacteria to the drink. She advised the manufacturers of the drinks to be hygienic. The Facebook posts suggesting that tiger nut drinks cause cholera are misleading.  Similar posts can also be seen  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here  and  here .",FALSE
13-Aug-24,"Ignore Facebook posts claiming Nigerian government is giving out N100,000 grants","Several Facebook posts claim that the Nigerian government is offering N100,000 monthly grants to all citizens. But that’s not true.","The Facebook page  Grant Opportunities Today  claims that the Nigerian government is giving out monthly grants of N100,000 to all Nigerians. One of the page’s  posts , dated 21 July 2024, invites interested users to “ Submit Application Today” and provides a  link   where they can supposedly apply for the grant.   The post has received over 1,100 comments and over 46 shares. The page’s posts have been republished  here  and  here .  (Note: See more instances listed at the end of this report.) But is there such a grant from the government? We checked. Engagement bait scam We clicked on the  link  in the Facebook  post  and it took us to a dodgy looking website. According to the website, “Application Ends 7, August 2024, 11:59 PM”. It also featured a “CLICK HERE TO APPLY” button. We clicked on the button and it took us to a  site about  United States visa sponsorship. There is no mention of the N100,000 grants. This is an example of  engagement bait . These social media posts ask for likes, comments or shares to increase reach without offering a reward. They can drive traffic to a website, potentially generating advertising revenue. We also typed keywords from the post into Google to see if there had been any coverage by credible media organisations, but our search yielded no results. Such claims would have made headlines if they had been announced by the government.  To protect yourself, read our  guide  on how to spot scams on Facebook. The same claim can also be found  here ,  here ,  here ,  here ,  here ,  here  and  here .",FALSE
